CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
40379897,MCDONALD'S,MANHATTAN,1560,BROADWAY,10036,2129218900,Hamburgers,02-01-16,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,11,A,02-01-16,08/28/2017,Cycle Inspection / Re-inspection
41633095,BAMBOO YA,QUEENS,9711,QUEENS BLVD,11374,7188061228,Japanese,08/31/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,14,A,08/31/2015,08/28/2017,Cycle Inspection / Re-inspection
50005309,KENNEDY FRIED CHICKEN,BRONX,286,E 149TH ST,10451,7185854055,Chicken,12-05-16,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,23,A,12-05-16,08/28/2017,Cycle Inspection / Re-inspection
50009338,STARBUCKS,MANHATTAN,280,PARK AVE,10017,2126822586,CafÃ©/Coffee/Tea,05-05-15,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,12,,,08/28/2017,Cycle Inspection / Initial Inspection
40383009,CHA CHA'S BACKYARD GARDEN BAR & CAFE,MANHATTAN,113,MULBERRY STREET,10013,2124319755,Italian,02/29/2016,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,12,,,08/28/2017,Cycle Inspection / Initial Inspection
41432143,DALY'S PUB,QUEENS,3186,31 STREET,11106,7186062561,American,05/28/2015,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,18,,,08/28/2017,Cycle Inspection / Initial Inspection
50033125,CARVEL ICE CREAM,STATEN ISLAND,762,MANOR RD,10314,9173858044,"Ice Cream, Gelato, Yogurt, Ices",04/26/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,26,A,04/26/2016,08/28/2017,Cycle Inspection / Initial Inspection
41607749,NEW GREAT WALL RESTAURANT,BROOKLYN,4425,5 AVENUE,11220,7188714989,Chinese,04/27/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,10,A,04/27/2016,08/28/2017,Cycle Inspection / Initial Inspection
41564382,BAREBURGER,MANHATTAN,514,3 AVENUE,10016,2126792273,Hamburgers,06-05-14,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,55,,,08/28/2017,Cycle Inspection / Initial Inspection
41665533,DELLAROCCO'S OF BROOKLYN,BROOKLYN,214,HICKS STREET,11201,7188581010,Italian,06/30/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5,A,06/30/2017,08/28/2017,Cycle Inspection / Re-inspection
40948723,PAQUITOS,MANHATTAN,143,1 AVENUE,10003,2126742071,Mexican,05-02-17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,8,B,05-02-17,08/28/2017,Cycle Inspection / Re-inspection
41394214,NI-NA-AB RESTAURANT,QUEENS,87-82 &84,PARSONS BOULEVARD,11432,7186576355,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",02-04-15,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,,,08/28/2017,Cycle Inspection / Initial Inspection
41317594,MARK FORGIONE,MANHATTAN,134,READE STREET,10013,2129419401,American,11-12-14,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,B,11-12-14,08/28/2017,Cycle Inspection / Re-inspection
40705931,BLUE HILL RESTAURANT,MANHATTAN,75,WASHINGTON PLACE,10011,2125391776,American,04/14/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,87,,,08/28/2017,Cycle Inspection / Initial Inspection
50044732,MEI WEI RESTAURANT,BROOKLYN,297,BROADWAY,11211,7182186667,Chinese,05-01-17,Establishment re-closed by DOHMH,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,48,,,08/28/2017,Cycle Inspection / Reopening Inspection
41464143,VYBES KITCHEN,BRONX,1296,GUNHILL ROAD,10469,3473466500,Caribbean,12-04-15,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,30,,,08/28/2017,Cycle Inspection / Initial Inspection
41030858,LA MIA PIZZA,MANHATTAN,1488,1 AVENUE,10075,2124721200,Pizza,11-07-16,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,63,,,08/28/2017,Cycle Inspection / Initial Inspection
50015891,MIRELI RESTAURANT,BRONX,1122,WESTCHESTER AVE,10459,9174737593,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",06/14/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,06/14/2017,08/28/2017,Cycle Inspection / Initial Inspection
50008767,MR. PIZZA,STATEN ISLAND,2325,RICHMOND AVE,10314,7183700102,Pizza,01-08-15,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,10,A,01-08-15,08/28/2017,Cycle Inspection / Initial Inspection
41648141,NEW ASIA,MANHATTAN,666,AMSTERDAM AVENUE,10025,6466783689,Chinese,01/18/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,21,B,01/18/2017,08/28/2017,Cycle Inspection / Re-inspection
41620333,BEIJING HOUSE,BROOKLYN,553,WILSON AVENUE,11207,7189193888,Chinese,05-12-16,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,18,A,05-12-16,08/28/2017,Cycle Inspection / Initial Inspection
40954991,STAR ON 18TH DINER CAFE,MANHATTAN,128,10 AVENUE,10011,2123660994,American,08/24/2017,No violations were recorded at the time of this inspection.,,,Not Applicable,45,,,08/28/2017,Administrative Miscellaneous / Re-inspection
41513509,NEW WOK,BRONX,481,BROOK AVENUE,10455,7182925132,Chinese,04/18/2017,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,24,A,04/18/2017,08/28/2017,Cycle Inspection / Re-inspection
40821115,STARBUCKS,MANHATTAN,115,BROADWAY,10006,2127329268,CafÃ©/Coffee/Tea,12-12-14,Violations were cited in the following area(s).,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical,96,A,12-12-14,08/28/2017,Cycle Inspection / Re-inspection
40987128,AMBROSIA,MANHATTAN,8,WEST   45 STREET,10036,2129210024,Korean,04/25/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,25,,,08/28/2017,Cycle Inspection / Initial Inspection
50037051,CHECKERS,BROOKLYN,1101,RUTLAND RD,11212,3472952451,Hamburgers,07/29/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,4,,,08/28/2017,Pre-permit (Operational) / Initial Inspection
41471562,ORNELLA TRATTORIA ITALIANA,QUEENS,2917,23 AVENUE,11105,7187779477,Italian,05-03-14,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,32,,,08/28/2017,Cycle Inspection / Initial Inspection
41305627,STOP INN RESTAURANT & CAFE,QUEENS,6022,ROOSEVELT AVENUE,11377,7187790290,American,01-07-16,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,33,A,01-07-16,08/28/2017,Cycle Inspection / Re-inspection
41164793,LATINO'S BAR & GRILL RESTAURANT,MANHATTAN,3864,BROADWAY,10032,2127401313,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/23/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,24,,,08/28/2017,Cycle Inspection / Initial Inspection
41443460,CASA NOVA,STATEN ISLAND,3555,VICTORY BOULEVARD,10314,7186821331,Italian,05/14/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,63,,,08/28/2017,Cycle Inspection / Initial Inspection
50016803,HUA RONG,QUEENS,8323,BROADWAY,11373,7187601027,Chinese,07/26/2017,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,14,,,08/28/2017,Cycle Inspection / Initial Inspection
50063446,HUMMUS & PITA CO,MANHATTAN,585,AVE OF THE AMER,10011,2125107405,Mediterranean,05/25/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,28,A,05/25/2017,08/28/2017,Pre-permit (Operational) / Initial Inspection
41712067,SEASON RESTAURANT,BROOKLYN,1321,AVENUE U,11229,7189988980,Chinese,11/25/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,65,A,11/25/2015,08/28/2017,Cycle Inspection / Re-inspection
40366425,NAOMI KOSHER PIZZA,QUEENS,6828,MAIN STREET,11367,7185208754,Jewish/Kosher,02-12-14,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,19,,,08/28/2017,Cycle Inspection / Initial Inspection
41505456,DAY BREAK CAFE RESTAURANT,QUEENS,4501,34 AVENUE,11101,7187210411,American,01-08-15,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,26,,,08/28/2017,Cycle Inspection / Initial Inspection
40910784,JIMBO'S HAMBURGER PALACE,MANHATTAN,117,DYCKMAN ST,10040,2129429769,American,09/24/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,24,,,08/28/2017,Cycle Inspection / Initial Inspection
41721722,KOPI KOPI,MANHATTAN,68,WEST    3 STREET,10012,2127777285,Indonesian,10/22/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,,,08/28/2017,Cycle Inspection / Initial Inspection
41488795,BRISAS DEL MAR SEAFOOD MARKET,MANHATTAN,1785-1787,LEXINGTON AVENUE,10029,2122891780,Seafood,02/15/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,7,A,02/15/2017,08/28/2017,Cycle Inspection / Re-inspection
40946298,JOY CURRY & TANDOOR,MANHATTAN,148,EAST   46 STREET,10017,2124901277,Indian,08/24/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,28,A,08/24/2016,08/28/2017,Cycle Inspection / Re-inspection
41621699,MI PASO CENTRO AMERICANO RESTAURANT,MANHATTAN,4129,BROADWAY,10033,2129280866,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10-06-16,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,51,,,08/28/2017,Cycle Inspection / Initial Inspection
