activity_date,employee_id,facility_address,facility_city,facility_id,facility_name,facility_state,facility_zip,grade,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id,score,serial_number,service_code,service_description
13-01-16,EE0000031,7385 STEWART & GRAY RD,DOWNEY,FA0175796,"CARNITAS MICHOACANAS, EL CERRITO #2",CA,90241,A,OW0182285,ANTONIO  BENITEZ,RESTAURANT (0-30) SEATS HIGH RISK,1632,"CARNITAS MICHOACANAS, EL CERRITO #2",INACTIVE,PR0169002,98,DASFYWFB3,1,ROUTINE INSPECTION
29-06-17,EE0000683,18000 VENTURA BLVD STE 23,ENCINO,FA0005436,AK MOONLIGHT RESTAURANT,CA,91316,A,OW0018471,"KARAPETOUICH, ARTHUR ULIKYAN",RESTAURANT (61-150) SEATS HIGH RISK,1638,AK MOONLIGHT RESTAURANT,ACTIVE,PR0047597,93,DAO0WYX4V,1,ROUTINE INSPECTION
05-04-17,EE0000583,190 W SIERRA MADRE AVE,AZUSA,FA0138474,PEPE'S TACOS,CA,91702,A,OW0101824,CUAUHTEMOC TORRES,RESTAURANT (0-30) SEATS HIGH RISK,1632,PEPE'S TACOS,ACTIVE,PR0122797,92,DAKTWVRR0,1,ROUTINE INSPECTION
05-01-16,EE0000724,310 E MANCHESTER AVE,LOS ANGELES,FA0042151,NUMERO UNO-GROCERY DEPT #104,CA,90003,A,OW0026360,NUMERO UNO ACQUISITIONS LLC,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,NUMERO UNO #104 (MEAT),ACTIVE,PR0038319,96,DAOF1PKE0,1,ROUTINE INSPECTION
03-11-16,EE0000683,17630 VENTURA BLVD,ENCINO,FA0049754,SUPER SAL DELI,CA,91316,A,OW0034480,SUPER SAL INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,SUPER SAL DELI,INACTIVE,PR0039152,91,DADFWCI5V,1,ROUTINE INSPECTION
09-03-16,EE0000730,2215 W ARTESIA BLVD,TORRANCE,FA0061275,EDDIE'S LIQUOR,CA,90504,A,OW0009913,"DIAB, WAEL","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,EDDIE'S LIQUOR,ACTIVE,PR0021960,90,DAO0PJMDR,1,ROUTINE INSPECTION
27-10-16,EE0000742,206 S DIAMOND BAR BLVD,DIAMOND BAR,FA0175222,7-ELEVEN,CA,91765,A,OW0181801,"ANABI CONVENIENCE CENTERS, INC","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,7-ELEVEN,ACTIVE,PR0168340,92,DAJFQP04I,1,ROUTINE INSPECTION
08-08-17,EE0000329,125 LOS CERRITOS CTR # FC11,CERRITOS,FA0158248,SARKU JAPAN,CA,90703,A,OW0123330,"SAR CALIFORNIA HOLDCO, INC",RESTAURANT (0-30) SEATS HIGH RISK,1632,SARKU JAPAN,ACTIVE,PR0146330,91,DAAHDM2YP,1,ROUTINE INSPECTION
29-03-17,EE0000188,8749 VALLEY BLVD,ROSEMEAD,FA0018909,JIM'S FAMOUS BURGER,CA,91770,A,OW0003299,"ATHANASOULIS, CHRIS",RESTAURANT (31-60) SEATS HIGH RISK,1635,JIM'S FAMOUS BURGER,ACTIVE,PR0021869,95,DAP38MRA0,1,ROUTINE INSPECTION
06-10-15,EE0000911,1077 BROXTON AVE,LOS ANGELES,FA0014871,CHIPOTLE MEXICAN GRILL #1084,CA,90024,A,OW0007608,"CHIPOTLE MEXICAN GRILL, INC.",RESTAURANT (31-60) SEATS HIGH RISK,1635,CHIPOTLE MEXICAN GRILL #1084,ACTIVE,PR0028480,90,DA4UYCRX6,1,ROUTINE INSPECTION
26-06-17,EE0000420,2131 W COMMONWEALTH AVE,ALHAMBRA,FA0245107,SOUPLANTATION,CA,91803,A,OW0240226,"GARDEN FRESH RESTAURANTS, LLC",RESTAURANT (151 + ) SEATS HIGH RISK,1641,SOUPLANTATION,ACTIVE,PR0193479,93,DAK5Z9WAT,1,ROUTINE INSPECTION
08-03-16,EE0000688,18677 DEVONSHIRE ST,NORTHRIDGE,FA0177935,CRAB N GRAB,CA,91324,A,OW0183822,WINGERS INC.,RESTAURANT (61-150) SEATS HIGH RISK,1638,CRAB N GRAB,ACTIVE,PR0171019,93,DA0ML7ZKV,1,ROUTINE INSPECTION
18-12-17,EE0000799,5902 S CENTRAL AVE,LOS ANGELES,FA0005313,BERNARDO'S MARKET,CA,90001,A,OW0021543,"LEON, BERNARDO","FOOD MKT RETAIL (25-1,999 SF) MODERATE RISK",1611,BERNARDO'S MARKET,ACTIVE,PR0007822,91,DAGFQIRSI,1,ROUTINE INSPECTION
15-12-15,EE0000215,4315 W RIVERSIDE DR,BURBANK,FA0004080,ARDE'S BISTRO,CA,91505,A,OW0003383,AVAKEMIAN PATEEL NINA,RESTAURANT (0-30) SEATS HIGH RISK,1632,ARDE'S BISTRO,ACTIVE,PR0031857,95,DAO8BD8H6,1,ROUTINE INSPECTION
30-05-17,EE0000744,15058 E ALONDRA BLVD,LA MIRADA,FA0020990,LA MIRADA LIQUOR,CA,90638,A,OW0019269,"KIM, HOI SUK","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,LA MIRADA LIQUOR,ACTIVE,PR0002583,94,DASU1EGRD,1,ROUTINE INSPECTION
19-08-15,EE0000734,1751 E AVENUE J,LANCASTER,FA0010835,DEL TACO #894,CA,93535,A,OW0009661,DEL TACO INC,RESTAURANT (31-60) SEATS MODERATE RISK,1634,DEL TACO #894,ACTIVE,PR0019440,91,DAUNVR1VK,1,ROUTINE INSPECTION
22-12-15,EE0000730,307 S PACIFIC COAST HWY,REDONDO BEACH,FA0010179,COZY CAFE,CA,90277,A,OW0002643,"ANAGNOSTOU,GEORGE B",RESTAURANT (0-30) SEATS HIGH RISK,1632,COZY CAFE,ACTIVE,PR0048246,90,DAI0VDXMC,1,ROUTINE INSPECTION
19-08-16,EE0000318,117 W BROADWAY,GLENDALE,FA0029518,ISLANDS FINE BURGERS & DRINKS,CA,91204,A,OW0017126,ISLANDS RESTAURANTS LP,RESTAURANT (151 + ) SEATS HIGH RISK,1641,ISLANDS FINE BURGERS&DRINK,ACTIVE,PR0037507,96,DA10LM0MF,1,ROUTINE INSPECTION
18-10-17,EE0000145,11710 SOUTH ST # E105,ARTESIA,FA0041746,YOJIE SHABU SHABU,CA,90701,A,OW0039773,YOJIE SHABU SHABU INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,YOJIE SHABU SHABU,ACTIVE,PR0042096,92,DAFE0ZEV0,401,OWNER INITIATED ROUTINE INSPECT.
10-05-16,EE0000521,20810 NORDHOFF ST,CHATSWORTH,FA0179913,FARMER BOYS,CA,91311,A,OW0178908,"QUADRUPLE KELLY, INC",RESTAURANT (61-150) SEATS HIGH RISK,1638,FARMER BOYS,ACTIVE,PR0173595,99,DAATZ2HOV,401,OWNER INITIATED ROUTINE INSPECT.
24-02-16,EE0000395,1420 S AZUSA AVE,WEST COVINA,FA0023989,TOKYO CENTRAL,CA,91791,A,OW0023679,MARUKAI CORPORATION,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,TOKYO CENTRAL / SUSHI,ACTIVE,PR0160604,95,DAKO1TGKH,1,ROUTINE INSPECTION
20-12-17,EE0000735,24266 LYONS AVE,NEWHALL,FA0047228,S & S DONUTS,CA,91321,A,OW0007217,"CHAU, JOANNE HA",RESTAURANT (0-30) SEATS MODERATE RISK,1631,S & S DONUTS,ACTIVE,PR0009580,94,DAXWP6BWB,1,ROUTINE INSPECTION
11-10-16,EE0000629,1990 S BUNDY DR STE #150,LOS ANGELES,FA0024964,GARDEN CAFE,CA,90025,A,OW0001886,"AHN, YONG HYUN",RESTAURANT (0-30) SEATS MODERATE RISK,1631,GARDEN CAFE,ACTIVE,PR0025163,99,DAB0XKXJW,1,ROUTINE INSPECTION
13-07-17,EE0000734,8701 E PALMDALE BLVD,PALMDALE,FA0202912,TAQUERIA Y BIRRIERIA JAMAY JAL,CA,93552,A,OW0208189,PEDRO RAMIREZ,RESTAURANT (0-30) SEATS HIGH RISK,1632,TAQUERIA Y BIRRIERIA JAMAY JAL,INACTIVE,PR0175213,93,DAGGOQI5F,1,ROUTINE INSPECTION
30-09-15,EE0000882,14607 PRAIRIE AVE,LAWNDALE,FA0138483,RINCONCITO ECUATORIANO,CA,90260,A,OW0101832,"SALAZAR, LILIA",RESTAURANT (0-30) SEATS HIGH RISK,1632,RINCONCITO ECUATORIANO,ACTIVE,PR0122807,93,DARZ1COXV,1,ROUTINE INSPECTION
02-08-17,EE0000732,820 MONTANA AVE,SANTA MONICA,FA0044078,PAVILIONS #2231,CA,90403,A,OW0038181,THE VONS COMPANIES INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,PAVILIONS #2231 DELI,ACTIVE,PR0043122,91,DAFBUXIJP,1,ROUTINE INSPECTION
14-12-17,EE0000520,19003 VENTURA BLVD,TARZANA,FA0036560,TARZANA CAFE BAKERY,CA,91356,A,OW0035065,TARZANA CAFE BAKERY INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,TARZANA CAFE BAKERY,ACTIVE,PR0023567,95,DAZG5AB4B,1,ROUTINE INSPECTION
10-09-15,EE0000528,3900 W MANCHESTER BLVD,INGLEWOOD,FA0157858,FORUM,CA,90305,A,OW0123010,"MSG FORUM, LLC",RESTAURANT (0-30) SEATS LOW RISK,1630,228 E - BAR - 3RD FLR,ACTIVE,PR0145971,99,DALKBXE3K,1,ROUTINE INSPECTION
03-11-17,EE0000242,298 E LIVE OAK AVE,ARCADIA,FA0057214,ALBERTSON'S #561,CA,91006,A,OW0002029,"ALBERTSONS, LLC","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,ALBERTSON'S #561 -  MEAT DEPT,ACTIVE,PR0043047,97,DACTMFMK2,1,ROUTINE INSPECTION
12-06-17,EE0000735,27653 BOUQUET CANYON RD,SANTA CLARITA,FA0026157,GRILL KABOB,CA,91350,A,OW0028028,PATRICK K INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,GRILL KABOB,ACTIVE,PR0031492,96,DACZW0LIN,1,ROUTINE INSPECTION
17-02-17,EE0000699,636 S MARIPOSA AVE,LOS ANGELES,FA0242552,ART MAJOR,CA,90010,A,OW0238154,ART MAJOR LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,ART MAJOR,ACTIVE,PR0190735,100,DADHQPR1W,1,ROUTINE INSPECTION
09-02-16,EE0000945,134 N GAFFEY ST E E,SAN PEDRO,FA0024047,FRESH DONUT SHOP,CA,90731,A,OW0007093,"CHAP, SINOUN",RESTAURANT (0-30) SEATS MODERATE RISK,1631,FRESH DONUT SHOP,ACTIVE,PR0029486,98,DA0NZ6ELV,1,ROUTINE INSPECTION
24-08-17,EE0000395,821 PLAZA DR,WEST COVINA,FA0203877,CALIFORNIA CHICKEN ROASTERS,CA,91790,A,OW0208986,H WEST INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,CALIFORNIA CHICKEN ROASTERS,ACTIVE,PR0176284,96,DA44EPMKY,1,ROUTINE INSPECTION
03-11-15,EE0000685,14568 VENTURA BLVD,SHERMAN OAKS,FA0059036,CALIFORNIA PITA GRILL,CA,91403,A,OW0034713,T.E.N. ON VENTURA INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,CALIFORNIA PITA GRILL,ACTIVE,PR0004704,90,DACH00CHE,1,ROUTINE INSPECTION
23-06-16,EE0000897,15100 GARFIELD AVE,PARAMOUNT,FA0175784,DOUGLAS BURGER TERIYAKI,CA,90723,A,OW0182272,"RHEE & KIL, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,DOUGLAS BURGER TERIYAKI,ACTIVE,PR0168990,95,DACZVMSQF,1,ROUTINE INSPECTION
07-11-17,EE0000730,1657 W CARSON ST,TORRANCE,FA0225053,KING'S WOK EXPRESS,CA,90501,B,OW0229500,DHS RESTAURANT INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,KING'S WOK EXPRESS,ACTIVE,PR0180348,86,DATRQ7RLL,1,ROUTINE INSPECTION
14-01-16,EE0000500,1950 AUTO CENTRE DR,GLENDORA,FA0038310,MCDONALD'S #14488,CA,91740,A,OW0027092,P. R. PERNECKY MANAGEMENT,RESTAURANT (61-150) SEATS MODERATE RISK,1637,MC DONALDS # 14488,ACTIVE,PR0012046,98,DAWGWOYC4,1,ROUTINE INSPECTION
13-09-17,EE0000258,1251 N GRAND AVE,WALNUT,FA0250238,WOOGO CALIFORNIA SMOOTHIES,CA,91789,A,OW0244386,FORMOSA YANG INC.,RESTAURANT (31-60) SEATS MODERATE RISK,1634,WOOGO CALIFORNIA SMOOTHIES,ACTIVE,PR0199098,93,DASP4JRSF,1,ROUTINE INSPECTION
18-02-16,EE0000272,201 E MAGNOLIA BLVD,BURBANK,FA0180590,FAST STOP,CA,91502,A,OW0185946,BASSEM G RIZKALLA,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,FAST STOP,ACTIVE,PR0174380,100,DAVRRNHJS,1,ROUTINE INSPECTION
26-04-17,EE0000578,17261 VENTURA BLVD,ENCINO,FA0049124,SUBWAY,CA,91316,A,OW0015153,"HEKMAT, MARYAN",RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUBWAY,ACTIVE,PR0022775,99,DA0IIC0NO,1,ROUTINE INSPECTION
17-09-15,EE0000699,3325 W 6TH ST,LOS ANGELES,FA0003511,6TH & CATALINA CHEVRON,CA,90005,A,OW0001163,6TH & CATALINA CHEVRON INC,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,6TH & CATALINA CHEVRON,ACTIVE,PR0046442,96,DAPK7WJQY,1,ROUTINE INSPECTION
22-09-16,EE0000272,1212 N SAN FERNANDO BLVD STE B,BURBANK,FA0026408,NIKO NIKO SUSHI,CA,91504,A,OW0100163,"INNOVATIVE THOUGHT, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,NIKO NIKO SUSHI,ACTIVE,PR0045286,92,DAZBCWIXI,1,ROUTINE INSPECTION
19-10-15,EE0000592,8118 GARVEY AVE STE STE#,ROSEMEAD,FA0061228,EAST GOURMET SEAFOOD REST,CA,91770,A,OW0010640,EAST GOURMET SEAFOOD REST IN,RESTAURANT (151 + ) SEATS HIGH RISK,1641,EAST GOURMET SEAFOOD REST,ACTIVE,PR0027062,97,DAKUI6XNQ,1,ROUTINE INSPECTION
09-08-16,EE0000884,2717 W OLYMPIC BLVD #106,LOS ANGELES,FA0164510,QUICKLY BOBA,CA,90006-2642,A,OW0127853,YOUNG SOON SUH,RESTAURANT (0-30) SEATS MODERATE RISK,1631,QUICKLY BOBA,ACTIVE,PR0152784,96,DASBHHO57,1,ROUTINE INSPECTION
08-03-16,EE0000214,13573 VENTURA BLVD,SHERMAN OAKS,FA0018267,IZAKAYA M SUSHI,CA,91423,A,OW0033149,SK3 SISTERS INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,IZAKAYA M SUSHI,ACTIVE,PR0024855,96,DAMXT9UFR,1,ROUTINE INSPECTION
24-10-17,EE0000721,663 S HILL ST STE M-105,LOS ANGELES,FA0167100,KABAB AND MORE,CA,90041,A,OW0130175,MARTIK SOOKAZIAN,RESTAURANT (0-30) SEATS HIGH RISK,1632,KABAB AND MORE,ACTIVE,PR0157444,97,DAPOTMRDF,1,ROUTINE INSPECTION
12-12-16,EE0000267,1279 N HACIENDA BLVD,LA PUENTE,FA0166729,WABA GRILL,CA,91744,A,OW0123302,WABA GRILL FRANCHISE CORP.,RESTAURANT (31-60) SEATS MODERATE RISK,1634,WABA GRILL,ACTIVE,PR0157047,96,DAPI1O5CB,1,ROUTINE INSPECTION
12-05-16,EE0000797,12445 MOORPARK ST,STUDIO CITY,FA0034844,LEONORS,CA,91604,A,OW0008840,"CORTES, JOSE MANUEL LOPEZ",RESTAURANT (0-30) SEATS HIGH RISK,1632,LEONORS,ACTIVE,PR0003554,96,DAUJIV0R0,1,ROUTINE INSPECTION
07-07-16,EE0000500,946 S GRAND AVE,GLENDORA,FA0048361,SPAGHETTI EDDIE'S,CA,91740,A,OW0001627,"ABSOLUTELY ITALIAN, CLA, INC",RESTAURANT (151 + ) SEATS HIGH RISK,1641,SPAGHETTI EDDIE'S,ACTIVE,PR0023081,94,DAKXJIGGZ,1,ROUTINE INSPECTION
21-04-16,EE0000035,340 E FOOTHILL BLVD,CLAREMONT,FA0030200,JAY'S PLACE,CA,91711,A,OW0033326,SODEXO OPERATION LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,JAY'S PLACE,ACTIVE,PR0001570,99,DAH809WNH,1,ROUTINE INSPECTION
16-11-17,EE0000847,10110 TOPANGA CANYON BLVD,CHATSWORTH,FA0018007,INDIAN OVEN,CA,91311,A,OW0039562,YASHRAJ ENTERPRISES INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,INDIAN OVEN,ACTIVE,PR0038781,95,DA0MDEB5I,1,ROUTINE INSPECTION
14-02-17,EE0000829,1725 S ALAMEDA ST,COMPTON,FA0071632,T.G.I. FRIDAY'S #2158,CA,90220,A,OW0005244,"BRIAD RESTAURANT GROUP, LLC",RESTAURANT (151 + ) SEATS HIGH RISK,1641,T.G.I. FRIDAY'S #2158,ACTIVE,PR0047726,90,DAOHQWXBF,1,ROUTINE INSPECTION
04-05-17,EE0000886,400 S BALDWIN AVE STE 9002,ARCADIA,FA0062392,FRUGGIES 2 GO,CA,91007,A,OW0007371,"CHEN, PAUL HUNG",RESTAURANT (0-30) SEATS MODERATE RISK,1631,FRUGGIES 2 GO,ACTIVE,PR0016912,94,DAP3AELNC,1,ROUTINE INSPECTION
16-09-16,EE0000025,2527 W BURBANK BLVD,BURBANK,FA0066767,"MEIDAA,JOSEPH",CA,91505,A,OW0022843,"MAGDAA,GEORGE","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,"MEIDAA,JOSEPH",ACTIVE,PR0025613,94,DAQRAHYW1,1,ROUTINE INSPECTION
09-09-16,EE0000633,300 WORLD WAY,LOS ANGELES,FA0256153,DUTY FREE,CA,90045,A,OW0009843,DFS GROUP LP,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,DUTY FREE,ACTIVE,PR0150929,98,DANTVCV33,1,ROUTINE INSPECTION
20-01-17,EE0000500,20766 E ARROW HWY,COVINA,FA0042852,OASIS GRILL RESTAURANT & CAF,CA,91724,A,OW0014467,"H.S. TELECOM, INC",RESTAURANT (31-60) SEATS HIGH RISK,1635,OASIS GRILL RESTAURANT & CAF,ACTIVE,PR0025148,92,DAKLNHWHZ,1,ROUTINE INSPECTION
06-08-15,EE0000122,400 WORLD WAY,LOS ANGELES,FA0160812,CAMPANILE'S BAR,CA,90045,A,OW0016382,HOST INTERNATIONAL INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,CAMPANILE'S BAR,ACTIVE,PR0148900,97,DA7DZRD9T,1,ROUTINE INSPECTION
14-12-16,EE0000746,4741 EAGLE ROCK BLVD,LOS ANGELES,FA0165562,MIA SUSHI,CA,90041,A,OW0128814,KRESS VENTURE INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,MIA SUSHI,ACTIVE,PR0153892,94,DABTK1LLN,1,ROUTINE INSPECTION
08-11-17,EE0000609,6411 SEPULVEDA BLVD,VAN NUYS,FA0224699,OH OH SUSHI & TERIYAKI,CA,91344,A,OW0229215,SYL SUSHI & TERIYAKI INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,OH OH SUSHI & TERIYAKI,ACTIVE,PR0179961,97,DASSIQQOH,1,ROUTINE INSPECTION
13-07-16,EE0000997,510 S LORENA ST,LOS ANGELES,FA0160443,EL CEMITERO PLOBLANO,CA,90063-3144,A,OW0125407,JUAN CARLOS ANTONIO-PELCASTRE,RESTAURANT (0-30) SEATS HIGH RISK,1632,EL CEMITERO PLOBLANO,ACTIVE,PR0148535,93,DALMWYKQN,1,ROUTINE INSPECTION
04-04-16,EE0000506,2003 MAIN ST,SANTA MONICA,FA0018842,DOGTOWN COFFEE,CA,90405,A,OW0010194,DOGTOWN COFFEE LLC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,DOGTOWN COFFEE,ACTIVE,PR0004938,95,DAIARDOXK,1,ROUTINE INSPECTION
03-01-17,EE0001021,3180 E IMPERIAL HWY STE D,LYNWOOD,FA0009811,BIRRIERIA JALISCO,CA,90262,A,OW0004737,"BIRRIA, INC",RESTAURANT (61-150) SEATS HIGH RISK,1638,BIRRIERIA JALISCO,ACTIVE,PR0029286,95,DAUDVZXVN,1,ROUTINE INSPECTION
09-11-15,EE0000838,8752 W SUNSET BLVD,WEST HOLLYWOOD,FA0022308,EVELEIGH,CA,90069,A,OW0019671,KINGSWOOD LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,EVELEIGH,ACTIVE,PR0025407,91,DAFGJPOJ0,1,ROUTINE INSPECTION
05-01-16,EE0000524,140 W VALLEY BLVD STE 212,SAN GABRIEL,FA0047487,SHANGHAI G-FULL HOUSE,CA,91776,A,OW0021688,"LI, YING PING",RESTAURANT (151 + ) SEATS HIGH RISK,1641,SHANGHAI G-FULL HOUSE,ACTIVE,PR0043596,93,DAED5YMJL,1,ROUTINE INSPECTION
28-08-15,EE0000721,333 S ALAMEDA ST #300,LOS ANGELES,FA0138507,X LANES,CA,90013,A,OW0101856,X LANES LLC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,X LANES,ACTIVE,PR0122835,93,DAQR810O3,1,ROUTINE INSPECTION
06-09-17,EE0000950,5862 WHITTIER BLVD,EAST LOS ANGELES,FA0180064,LA LANGOSTA RANCHERA,CA,90022,A,OW0185528,ALA LANGOSTA BORRACHA,RESTAURANT (31-60) SEATS HIGH RISK,1635,LA LANGOSTA RANCHERA,ACTIVE,PR0173788,98,DAVEQYRC4,1,ROUTINE INSPECTION
01-09-15,EE0000206,12727 SHERMAN WAY # B09,NORTH HOLLYWOOD,FA0163324,EL SOPON DE NORA,CA,91605,A,OW0126953,RAFAEL MINERO MOLINA,RESTAURANT (0-30) SEATS HIGH RISK,1632,EL SOPON DE NORA,ACTIVE,PR0151512,94,DAMP6CO6V,1,ROUTINE INSPECTION
23-05-17,EE0000691,7714 S COMPTON AVE,LOS ANGELES,FA0058422,BIRRIERIA JALISCO,CA,90001,A,OW0003445,"AVILA, EDUARDO",RESTAURANT (0-30) SEATS HIGH RISK,1632,BIRRIERIA JALISCO,ACTIVE,PR0000503,94,DAVMRZSZE,1,ROUTINE INSPECTION
13-04-16,EE0000018,1831 W REDONDO BEACH BLVD,GARDENA,FA0071545,SUSHI SUMO,CA,90247,A,OW0035956,TIME SPACE INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,SUSHI SUMO,ACTIVE,PR0018765,93,DAB1QWKXV,1,ROUTINE INSPECTION
03-02-16,EE0000272,1300 N SAN FERNANDO BLVD,BURBANK,FA0032651,SHAKEY'S PIZZA # 07,CA,91504,A,OW0031994,"SCO, LLC SHAKEY'S PIZZA",RESTAURANT (151 + ) SEATS HIGH RISK,1641,SHAKEY'S PIZZA # 07,ACTIVE,PR0010175,97,DAMXCZJLL,1,ROUTINE INSPECTION
13-12-16,EE0000747,236 E ROWLAND ST,COVINA,FA0069490,RESTAURANT YASHIMA,CA,91723,A,OW0026183,"NONAMI,SACHIKO",RESTAURANT (31-60) SEATS HIGH RISK,1635,RESTAURANT YASHIMA,ACTIVE,PR0021323,93,DA6DJ07GD,1,ROUTINE INSPECTION
15-10-15,EE0001049,5615 WHITTIER BLVD UNIT A,COMMERCE,FA0167847,CAMACHO'S RESTAURANT,CA,90022,A,OW0130816,ISRAEL CAMACHO-GONZALEZ,RESTAURANT (31-60) SEATS HIGH RISK,1635,CAMACHO'S RESTAURANT,INACTIVE,PR0158267,90,DALLL4Y87,1,ROUTINE INSPECTION
11-08-16,EE0000464,16208 PARTHENIA ST,NORTH HILLS,FA0023327,FOOD 4 LESS #354,CA,91343,A,OW0012108,"FOOD 4 LESS, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,FOOD 4 LESS #354 (DELI),ACTIVE,PR0011075,98,DAP2RVA91,1,ROUTINE INSPECTION
20-12-16,EE0000897,1703 E ALONDRA BLVD,COMPTON,FA0062093,FISH OUTLET,CA,90221,A,OW0025573,"NAM, KI SUNG","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,FISH OUTLET,ACTIVE,PR0033082,98,DAHGRNF40,1,ROUTINE INSPECTION
21-09-15,EE0000401,1752 PACIFIC COAST HWY,LOMITA,FA0170230,CARL'S JR. #395,CA,90717,A,OW0178054,"BURGER BUDDIES, LLC",RESTAURANT (61-150) SEATS MODERATE RISK,1637,CARL'S JR. #395,ACTIVE,PR0160695,94,DAI0APT3V,1,ROUTINE INSPECTION
04-05-16,EE0000395,1023 N GRAND AVE,COVINA,FA0165918,STATER BROS. MARKETS #194,CA,91724,A,OW0033964,STATER BROS. MARKETS INC.,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,STATER BROS. MEAT DEPT.,ACTIVE,PR0156102,100,DAB0XOHY0,1,ROUTINE INSPECTION
10-11-16,EE0000955,200 CULVER BLVD,PLAYA DEL REY,FA0071865,TANNER'S COFFEE,CA,90293,A,OW0021183,DONG HO LEE,RESTAURANT (0-30) SEATS MODERATE RISK,1631,TANNER'S COFFEE,ACTIVE,PR0047625,94,DADXPQKZL,1,ROUTINE INSPECTION
15-12-16,EE0000740,2600 N MAIN ST,LOS ANGELES,FA0056768,7-ELEVEN,CA,90031,A,OW0004629,"BHATIA, RHOHIT","FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,7-ELEVEN,ACTIVE,PR0045926,97,DAJCK0WIY,1,ROUTINE INSPECTION
04-10-17,EE0000318,152 S BRAND BLVD,GLENDALE,FA0166180,LAO SZE CHUAN,CA,91204,B,OW0129363,RAINFALLS INC.,RESTAURANT (61-150) SEATS HIGH RISK,1638,LAO SZE CHUAN,ACTIVE,PR0156431,84,DAWSLD0QM,1,ROUTINE INSPECTION
27-02-17,EE0000725,11001 S ATLANTIC AVE,LYNWOOD,FA0050812,TACO BELL #3133,CA,90262,A,OW0027407,PALO VERDE INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,TACO BELL #3133,ACTIVE,PR0043697,96,DAS1KUGL2,1,ROUTINE INSPECTION
29-08-17,EE0000707,4303 S MAIN ST,LOS ANGELES,FA0009814,BIRRIERIA LALO'S,CA,90037,A,OW0026945,"ORTEGA, ARACELI",RESTAURANT (61-150) SEATS HIGH RISK,1638,BIRRIERIA LALO'S,ACTIVE,PR0027723,94,DARYYVFQJ,1,ROUTINE INSPECTION
21-10-15,EE0000431,1495 W HOLT AVE,POMONA,FA0014995,GINZA BOWL,CA,91768,A,OW0011877,FIRST JH INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,GINZA BOWL,ACTIVE,PR0011795,91,DA1QA30QD,1,ROUTINE INSPECTION
11-07-17,EE0000827,2116 ARTESIA BLVD,REDONDO BEACH,FA0022895,LOUIS  BURGERS,CA,90277,A,OW0009716,"DELIS,ELIAS N DBA",RESTAURANT (0-30) SEATS HIGH RISK,1632,LOUIS  BURGERS,ACTIVE,PR0016506,91,DA6AFJTXB,1,ROUTINE INSPECTION
22-09-16,EE0000145,11615 SOUTH ST,ARTESIA,FA0055191,WIENERSCHNITZEL # 269,CA,90701,A,OW0036743,TW INC.,RESTAURANT (31-60) SEATS MODERATE RISK,1634,WIENERSCHNITZEL,INACTIVE,PR0020289,98,DAH6ZBK1A,1,ROUTINE INSPECTION
